model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
claude-opus-5,t1_08,1,3,3,,,"SELECT min(timestamp) AS earliest_event, max(timestamp) AS latest_event
FROM events","SELECT min(timestamp) AS earliest, max(timestamp) AS latest FROM events",615,45,0.0042,3734.9
claude-opus-5,t1_09,1,1,3,,,"SELECT *
FROM events
WHERE user_id = 42
  AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
  AND timestamp < toDateTime64('2025-01-01 00:00:00.000', 3, 'UTC')
ORDER BY timestamp",SELECT * FROM events WHERE user_id = 42 AND timestamp >= '2024-01-01' AND timestamp < '2025-01-01' ORDER BY timestamp,615,121,0.0061,3404.6
claude-opus-5,t1_09,1,2,3,,,"SELECT
    event_id,
    timestamp,
    user_id,
    event_type,
    page,
    duration_ms,
    properties,
    tags,
    country,
    device,
    revenue_cents
FROM events
WHERE user_id = 42
  AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
  AND timestamp <  toDateTime64('2025-01-01 00:00:00.000', 3, 'UTC')
ORDER BY timestamp",SELECT * FROM events WHERE user_id = 42 AND timestamp >= '2024-01-01' AND timestamp < '2025-01-01' ORDER BY timestamp,615,191,0.00785,4385.4
claude-opus-5,t1_09,1,3,3,,,"SELECT *
FROM events
WHERE user_id = 42
  AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
  AND timestamp < toDateTime64('2025-01-01 00:00:00.000', 3, 'UTC')
ORDER BY timestamp",SELECT * FROM events WHERE user_id = 42 AND timestamp >= '2024-01-01' AND timestamp < '2025-01-01' ORDER BY timestamp,615,121,0.0061,3863.2
claude-opus-5,t1_10,1,1,3,,,"SELECT count(duration_ms) AS non_null_duration_count
FROM events",SELECT count() FROM events WHERE duration_ms IS NOT NULL,614,29,0.003795,2863.4
claude-opus-5,t1_10,1,2,3,,,"SELECT count(duration_ms) AS non_null_duration_count
FROM events;",SELECT count() FROM events WHERE duration_ms IS NOT NULL,614,30,0.00382,3357.1
claude-opus-5,t1_10,1,3,3,,,SELECT count(duration_ms) AS cnt FROM events;,SELECT count() FROM events WHERE duration_ms IS NOT NULL,614,24,0.00367,2593.5
claude-opus-5,t2_01,2,1,3,,,"SELECT event_type, count() AS cnt
FROM events
GROUP BY event_type
ORDER BY cnt DESC","SELECT event_type, count() AS cnt FROM events GROUP BY event_type ORDER BY cnt DESC",614,45,0.004195,3101.5
claude-opus-5,t2_01,2,2,3,,,"SELECT event_type, count() AS cnt
FROM events
GROUP BY event_type
ORDER BY cnt DESC","SELECT event_type, count() AS cnt FROM events GROUP BY event_type ORDER BY cnt DESC",614,51,0.004345,3815.9
claude-opus-5,t2_01,2,3,3,,,"SELECT event_type, count() AS event_count
FROM events
GROUP BY event_type
ORDER BY event_count DESC","SELECT event_type, count() AS cnt FROM events GROUP BY event_type ORDER BY cnt DESC",614,45,0.004195,3279.3
claude-opus-5,t2_02,2,1,3,,,"SELECT device, avg(duration_ms) AS avg_duration_ms
FROM events
GROUP BY device
ORDER BY avg_duration_ms DESC","SELECT device, avg(duration_ms) AS avg_duration FROM events GROUP BY device ORDER BY avg_duration DESC",613,58,0.004515,3080.4
claude-opus-5,t2_02,2,2,3,,,"SELECT device, avg(duration_ms) AS avg_duration_ms
FROM events
GROUP BY device
ORDER BY avg_duration_ms DESC","SELECT device, avg(duration_ms) AS avg_duration FROM events GROUP BY device ORDER BY avg_duration DESC",613,58,0.004515,3056.5
claude-opus-5,t2_02,2,3,3,,,"SELECT device, avg(duration_ms) AS avg_duration_ms
FROM events
GROUP BY device
ORDER BY avg_duration_ms DESC","SELECT device, avg(duration_ms) AS avg_duration FROM events GROUP BY device ORDER BY avg_duration DESC",613,58,0.004515,4817.6
claude-opus-5,t2_03,2,1,3,,,"SELECT toDate(timestamp) AS day, count() AS events
FROM events
WHERE timestamp >= '2024-01-01 00:00:00' AND timestamp < '2024-02-01 00:00:00'
GROUP BY day
ORDER BY day","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day",614,91,0.005345,4501.1
claude-opus-5,t2_03,2,2,3,,,"SELECT toDate(timestamp) AS day, count() AS events
FROM events
WHERE timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
  AND timestamp < toDateTime64('2024-02-01 00:00:00.000', 3, 'UTC')
GROUP BY day
ORDER BY day","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day",614,133,0.006395,3679.2
claude-opus-5,t2_03,2,3,3,,,"SELECT toDate(timestamp) AS day, count() AS events
FROM events
WHERE timestamp >= '2024-01-01 00:00:00' AND timestamp < '2024-02-01 00:00:00'
GROUP BY day
ORDER BY day","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day",614,97,0.005495,3597.1
claude-opus-5,t2_04,2,1,3,,,"SELECT country, count() AS event_count
FROM events
GROUP BY country
HAVING event_count > 10000
ORDER BY event_count DESC","SELECT country, count() AS cnt FROM events GROUP BY country HAVING cnt > 10000 ORDER BY cnt DESC",613,53,0.00439,3341.6
claude-opus-5,t2_04,2,2,3,,,"SELECT country, count() AS event_count
FROM events
GROUP BY country
HAVING event_count > 10000
ORDER BY event_count DESC","SELECT country, count() AS cnt FROM events GROUP BY country HAVING cnt > 10000 ORDER BY cnt DESC",613,59,0.00454,4439.6
claude-opus-5,t2_04,2,3,3,,,"SELECT country, count() AS event_count
FROM events
GROUP BY country
HAVING event_count > 10000
ORDER BY event_count DESC","SELECT country, count() AS cnt FROM events GROUP BY country HAVING cnt > 10000 ORDER BY cnt DESC",613,59,0.00454,2976.8
claude-opus-5,t2_05,2,1,3,,,"SELECT toHour(timestamp) AS hour_of_day, count() AS event_count
FROM events
GROUP BY hour_of_day
ORDER BY hour_of_day","SELECT toHour(timestamp) AS hour, count() AS cnt FROM events GROUP BY hour ORDER BY hour",613,62,0.004615,3329.7
claude-opus-5,t2_05,2,2,3,,,"SELECT toHour(timestamp) AS hour_of_day, count() AS event_count
FROM events
GROUP BY hour_of_day
ORDER BY hour_of_day","SELECT toHour(timestamp) AS hour, count() AS cnt FROM events GROUP BY hour ORDER BY hour",613,62,0.004615,4027.6
claude-opus-5,t2_05,2,3,3,,,"SELECT toHour(timestamp) AS hour_of_day, count() AS event_count
FROM events
GROUP BY hour_of_day
ORDER BY hour_of_day","SELECT toHour(timestamp) AS hour, count() AS cnt FROM events GROUP BY hour ORDER BY hour",613,68,0.004765,3354.2
claude-opus-5,t2_06,2,1,3,,,"SELECT avg(duration_ms) AS avg_duration_ms
FROM events
WHERE event_type = 'pageview';","SELECT avgIf(duration_ms, event_type = 'pageview') AS avg_pageview_duration FROM events",619,45,0.00422,3590.5
claude-opus-5,t2_06,2,2,3,,,"SELECT avg(duration_ms) AS avg_duration_ms
FROM events
WHERE event_type = 'pageview';","SELECT avgIf(duration_ms, event_type = 'pageview') AS avg_pageview_duration FROM events",619,45,0.00422,2976.8
claude-opus-5,t2_06,2,3,3,,,"SELECT avg(duration_ms) AS avg_duration_ms
FROM events
WHERE event_type = 'pageview';","SELECT avgIf(duration_ms, event_type = 'pageview') AS avg_pageview_duration FROM events",619,45,0.00422,3941.3
claude-opus-5,t2_07,2,1,3,,,"SELECT toStartOfMonth(timestamp) AS month, count() AS events
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01'
GROUP BY month
ORDER BY month","SELECT toStartOfMonth(timestamp) AS month, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY month ORDER BY month",610,84,0.00515,3177.2
claude-opus-5,t2_07,2,2,3,,,"SELECT toStartOfMonth(timestamp) AS month, count() AS events
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01'
GROUP BY month
ORDER BY month","SELECT toStartOfMonth(timestamp) AS month, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY month ORDER BY month",610,84,0.00515,3327.0
claude-opus-5,t2_07,2,3,3,,,"SELECT toStartOfMonth(timestamp) AS month, count() AS event_count
FROM events
WHERE timestamp >= '2024-01-01 00:00:00' AND timestamp < '2025-01-01 00:00:00'
GROUP BY month
ORDER BY month","SELECT toStartOfMonth(timestamp) AS month, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY month ORDER BY month",610,98,0.0055,3553.3
claude-opus-5,t2_08,2,1,3,,,"SELECT event_type, uniqExact(country) AS distinct_countries
FROM events
GROUP BY event_type
ORDER BY distinct_countries DESC","SELECT event_type, uniq(country) AS country_count FROM events GROUP BY event_type ORDER BY country_count DESC",615,57,0.0045,3210.4
claude-opus-5,t2_08,2,2,3,,,"SELECT event_type, uniqExact(country) AS distinct_countries
FROM events
GROUP BY event_type
ORDER BY distinct_countries DESC","SELECT event_type, uniq(country) AS country_count FROM events GROUP BY event_type ORDER BY country_count DESC",615,63,0.00465,3451.0
claude-opus-5,t2_08,2,3,3,,,"SELECT event_type, uniqExact(country) AS distinct_countries
FROM events
GROUP BY event_type
ORDER BY distinct_countries DESC;","SELECT event_type, uniq(country) AS country_count FROM events GROUP BY event_type ORDER BY country_count DESC",615,58,0.004525,3377.3
claude-opus-5,t2_09,2,1,3,,,"SELECT country, SUM(revenue_cents) AS total_revenue_cents
FROM events
WHERE revenue_cents IS NOT NULL
GROUP BY country
ORDER BY total_revenue_cents DESC","SELECT country, sum(revenue_cents) AS total_revenue FROM events WHERE revenue_cents IS NOT NULL GROUP BY country ORDER BY total_revenue DESC",620,79,0.005075,3816.0
claude-opus-5,t2_09,2,2,3,,,"SELECT country, sum(revenue_cents) AS total_revenue_cents
FROM events
WHERE revenue_cents IS NOT NULL
GROUP BY country
ORDER BY total_revenue_cents DESC","SELECT country, sum(revenue_cents) AS total_revenue FROM events WHERE revenue_cents IS NOT NULL GROUP BY country ORDER BY total_revenue DESC",620,78,0.00505,3711.2
claude-opus-5,t2_09,2,3,3,,,"SELECT country, sum(revenue_cents) AS total_revenue_cents
FROM events
WHERE revenue_cents IS NOT NULL
GROUP BY country
ORDER BY total_revenue_cents DESC","SELECT country, sum(revenue_cents) AS total_revenue FROM events WHERE revenue_cents IS NOT NULL GROUP BY country ORDER BY total_revenue DESC",620,78,0.00505,4726.2
claude-opus-5,t2_10,2,1,3,,,"SELECT
    countIf(event_type = 'purchase') AS purchase_events,
    countIf(event_type = 'pageview') AS pageview_events
FROM events","SELECT countIf(event_type = 'purchase') AS purchases, countIf(event_type = 'pageview') AS pageviews FROM events",618,64,0.00469,3357.1
claude-opus-5,t2_10,2,2,2,Logic Error,"Got: purchase	199900
pageview	200953","SELECT event_type, count() AS event_count
FROM events
WHERE event_type IN ('purchase', 'pageview')
GROUP BY event_type","SELECT countIf(event_type = 'purchase') AS purchases, countIf(event_type = 'pageview') AS pageviews FROM events",618,54,0.00444,4114.8
claude-opus-5,t2_10,2,3,2,Logic Error,"Got: purchase	199900
pageview	200953","SELECT event_type, count() AS event_count
FROM events
WHERE event_type IN ('purchase', 'pageview')
GROUP BY event_type","SELECT countIf(event_type = 'purchase') AS purchases, countIf(event_type = 'pageview') AS pageviews FROM events",618,54,0.00444,4931.8
claude-opus-5,t3_01,3,1,3,,,"SELECT quantile(0.5)(duration_ms) AS median_duration_ms
FROM events;",SELECT quantile(0.5)(duration_ms) AS median_duration FROM events,613,36,0.003965,2783.2
claude-opus-5,t3_01,3,2,3,,,"SELECT quantile(0.5)(duration_ms) AS median_duration_ms
FROM events",SELECT quantile(0.5)(duration_ms) AS median_duration FROM events,613,35,0.00394,3369.6
claude-opus-5,t3_01,3,3,3,,,"SELECT quantile(0.5)(duration_ms) AS median_duration_ms
FROM events;",SELECT quantile(0.5)(duration_ms) AS median_duration FROM events,613,36,0.003965,3926.3
claude-opus-5,t3_02,3,1,3,,,"SELECT uniqExact(user_id) AS exact_distinct_users
FROM events",SELECT uniqExact(user_id) AS exact_unique_users FROM events,615,31,0.00385,2964.0
claude-opus-5,t3_02,3,2,3,,,"SELECT uniqExact(user_id) AS exact_distinct_users
FROM events",SELECT uniqExact(user_id) AS exact_unique_users FROM events,615,31,0.00385,3395.4
claude-opus-5,t3_02,3,3,3,,,"SELECT uniqExact(user_id) AS exact_distinct_users
FROM events",SELECT uniqExact(user_id) AS exact_unique_users FROM events,615,31,0.00385,3591.9
claude-opus-5,t3_03,3,1,2,Logic Error,"Got: 31928	2024-08-01 00:01:57.000	745	purchase	/settings	6765	{'campaign':'spring_promo','source':'faceb","SELECT *
FROM events
WHERE mapContains(properties, 'campaign')","SELECT * FROM events WHERE mapContains(properties, 'campaign') ORDER BY timestamp LIMIT 100",619,31,0.00387,3000.1
claude-opus-5,t3_03,3,2,2,Logic Error,"Got: 31928	2024-08-01 00:01:57.000	745	purchase	/settings	6765	{'campaign':'spring_promo','source':'faceb","SELECT *
FROM events
WHERE mapContains(properties, 'campaign')","SELECT * FROM events WHERE mapContains(properties, 'campaign') ORDER BY timestamp LIMIT 100",619,31,0.00387,2918.1
claude-opus-5,t3_03,3,3,2,Logic Error,"Got: 90567	2024-06-01 00:01:05.000	9919	click	/home	2413	{'campaign':'spring_promo','source':'direct'}	['","SELECT *
FROM events
WHERE mapContains(properties, 'campaign')","SELECT * FROM events WHERE mapContains(properties, 'campaign') ORDER BY timestamp LIMIT 100",619,31,0.00387,4587.2
claude-opus-5,t3_04,3,1,2,Logic Error,"Got: facebook
google
email
direct
email
direct
facebook
facebook
direct
google","SELECT properties['source'] AS source
FROM events
WHERE event_type = 'purchase'
LIMIT 10","SELECT event_id, properties['source'] AS source FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 10",627,49,0.00436,3448.9
claude-opus-5,t3_04,3,2,2,Logic Error,"Got: facebook
google
facebook
email
direct
direct
direct
direct
google
facebook","SELECT properties['source'] AS source
FROM events
WHERE event_type = 'purchase'
LIMIT 10","SELECT event_id, properties['source'] AS source FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 10",627,44,0.004235,3124.1
claude-opus-5,t3_04,3,3,2,Logic Error,"Got: facebook
email
direct
facebook
twitter
direct
email
email
direct
facebook","SELECT properties['source'] AS source
FROM events
WHERE event_type = 'purchase'
LIMIT 10","SELECT event_id, properties['source'] AS source FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 10",627,49,0.00436,3092.8
claude-opus-5,t3_05,3,1,3,,,"SELECT tag, count() AS cnt
FROM events
ARRAY JOIN tags AS tag
GROUP BY tag
ORDER BY cnt DESC","SELECT tag, count() AS cnt FROM events ARRAY JOIN tags AS tag GROUP BY tag ORDER BY cnt DESC",628,65,0.004765,3542.4
claude-opus-5,t3_05,3,2,3,,,"SELECT tag, count() AS occurrences
FROM events
ARRAY JOIN tags AS tag
GROUP BY tag
ORDER BY occurrences DESC","SELECT tag, count() AS cnt FROM events ARRAY JOIN tags AS tag GROUP BY tag ORDER BY cnt DESC",628,67,0.004815,3787.8
claude-opus-5,t3_05,3,3,3,,,"SELECT tag, count() AS cnt
FROM events
ARRAY JOIN tags AS tag
GROUP BY tag
ORDER BY cnt DESC","SELECT tag, count() AS cnt FROM events ARRAY JOIN tags AS tag GROUP BY tag ORDER BY cnt DESC",628,59,0.004615,3982.1
claude-opus-5,t3_06,3,1,2,Logic Error,"Got: 325170	2024-08-01 00:08:50.000	4001	pageview	/blog	3135	{'source':'direct'}	['promo','mobile']	CA	mo","SELECT *
FROM events
WHERE has(tags, 'promo')","SELECT * FROM events WHERE has(tags, 'promo') ORDER BY timestamp LIMIT 100",619,27,0.00377,3298.5
claude-opus-5,t3_06,3,2,2,Logic Error,"Got: 94119	2024-07-01 00:01:46.000	641	logout	/settings	3264	{'source':'email'}	['promo','vip_member','mo","SELECT *
FROM events
WHERE has(tags, 'promo')","SELECT * FROM events WHERE has(tags, 'promo') ORDER BY timestamp LIMIT 100",619,27,0.00377,3581.2
claude-opus-5,t3_06,3,3,2,Logic Error,Got: 627449	2024-03-01 00:08:19.000	617	logout	/pricing	5663	{'source':'facebook'}	['promo']	FR	mobile	\N,"SELECT *
FROM events
WHERE has(tags, 'promo')","SELECT * FROM events WHERE has(tags, 'promo') ORDER BY timestamp LIMIT 100",619,33,0.00392,2634.7
claude-opus-5,t3_07,3,1,3,,,"SELECT
    event_type,
    quantile(0.90)(duration_ms) AS p90_duration_ms,
    quantile(0.99)(duration_ms) AS p99_duration_ms
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY event_type
ORDER BY event_type","SELECT event_type, quantile(0.9)(duration_ms) AS p90, quantile(0.99)(duration_ms) AS p99 FROM events GROUP BY event_type ORDER BY event_type",621,116,0.006005,3633.0
claude-opus-5,t3_07,3,2,3,,,"SELECT
    event_type,
    quantile(0.90)(duration_ms) AS p90,
    quantile(0.99)(duration_ms) AS p99
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY event_type
ORDER BY event_type","SELECT event_type, quantile(0.9)(duration_ms) AS p90, quantile(0.99)(duration_ms) AS p99 FROM events GROUP BY event_type ORDER BY event_type",621,98,0.005555,3586.6
claude-opus-5,t3_07,3,3,3,,,"SELECT
    event_type,
    quantile(0.90)(duration_ms) AS p90,
    quantile(0.99)(duration_ms) AS p99
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY event_type
ORDER BY event_type","SELECT event_type, quantile(0.9)(duration_ms) AS p90, quantile(0.99)(duration_ms) AS p99 FROM events GROUP BY event_type ORDER BY event_type",621,98,0.005555,6025.7
claude-opus-5,t3_08,3,1,3,,,"SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue_cents
FROM events;","SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue FROM events",628,44,0.00424,3096.9
claude-opus-5,t3_08,3,2,3,,,"SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue_cents
FROM events;","SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue FROM events",628,44,0.00424,3841.5
claude-opus-5,t3_08,3,3,3,,,"SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue_cents
FROM events;","SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue FROM events",628,44,0.00424,3436.8
claude-opus-5,t3_09,3,1,3,,,"SELECT DISTINCT arrayJoin(mapKeys(properties)) AS property_key
FROM events
ORDER BY property_key",SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events ORDER BY key,618,55,0.004465,3455.3
claude-opus-5,t3_09,3,2,3,,,"SELECT DISTINCT arrayJoin(mapKeys(properties)) AS property_key
FROM events
ORDER BY property_key",SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events ORDER BY key,618,103,0.005665,3569.0
claude-opus-5,t3_09,3,3,3,,,"SELECT DISTINCT arrayJoin(mapKeys(properties)) AS property_key
FROM events
ORDER BY property_key",SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events ORDER BY key,618,103,0.005665,3804.0
claude-opus-5,t3_10,3,1,2,Logic Error,"Got: 718132	2024-10-01 00:00:20.000	853	purchase	/checkout	1864	{'source':'facebook'}	['promo','vip_membe","SELECT *
FROM events
WHERE arrayExists(t -> startsWith(t, 'vip'), tags)","SELECT * FROM events WHERE notEmpty(arrayFilter(x -> x LIKE 'vip%', tags)) ORDER BY timestamp LIMIT 100",628,58,0.00459,3711.3
claude-opus-5,t3_10,3,2,2,Logic Error,Got: 947122	2024-09-01 00:04:22.000	8494	purchase	/settings	9748	{'source':'direct'}	['vip_member']	GB	de,"SELECT *
FROM events
WHERE arrayExists(t -> startsWith(t, 'vip'), tags)","SELECT * FROM events WHERE notEmpty(arrayFilter(x -> x LIKE 'vip%', tags)) ORDER BY timestamp LIMIT 100",628,63,0.004715,7254.8
claude-opus-5,t3_10,3,3,2,Logic Error,"Got: 843569	2024-04-01 00:07:00.000	4588	pageview	/checkout	2297	{'campaign':'spring_promo','source':'fac","SELECT *
FROM events
WHERE arrayExists(t -> startsWith(t, 'vip'), tags)","SELECT * FROM events WHERE notEmpty(arrayFilter(x -> x LIKE 'vip%', tags)) ORDER BY timestamp LIMIT 100",628,63,0.004715,3448.3
claude-opus-5,t4_01,4,1,2,Logic Error,"Got: 157530	2024-01-01 00:00:02.000	9393	logout	/dashboard	GB	tablet	9119	pro
411613	2024-01-01 00:00:22.","SELECT
    e.event_id,
    e.timestamp,
    e.user_id,
    e.event_type,
    e.page,
    e.country,
    e.device,
    e.revenue_cents,
    u.plan
FROM events AS e
INNER JOIN users AS u ON e.user_id = u.user_id
ORDER BY e.timestamp
LIMIT 100","SELECT e.event_id, e.timestamp, e.event_type, u.plan FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id ORDER BY e.timestamp LIMIT 100",624,138,0.00657,3579.8
claude-opus-5,t4_01,4,2,2,Logic Error,"Got: 157530	2024-01-01 00:00:02.000	9393	logout	/dashboard	1255	GB	tablet	9119	pro
411613	2024-01-01 00:0","SELECT
    e.event_id,
    e.timestamp,
    e.user_id,
    e.event_type,
    e.page,
    e.duration_ms,
    e.country,
    e.device,
    e.revenue_cents,
    u.plan
FROM events AS e
INNER JOIN users AS u ON e.user_id = u.user_id
ORDER BY e.timestamp
LIMIT 100","SELECT e.event_id, e.timestamp, e.event_type, u.plan FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id ORDER BY e.timestamp LIMIT 100",624,144,0.00672,3768.3
claude-opus-5,t4_01,4,3,2,Logic Error,"Got: 157530	2024-01-01 00:00:02.000	9393	logout	/dashboard	1255	GB	tablet	9119	pro
411613	2024-01-01 00:0","SELECT
    e.event_id,
    e.timestamp,
    e.user_id,
    e.event_type,
    e.page,
    e.duration_ms,
    e.country,
    e.device,
    e.revenue_cents,
    u.plan
FROM events AS e
INNER JOIN users AS u ON e.user_id = u.user_id
ORDER BY e.timestamp, e.user_id
LIMIT 100","SELECT e.event_id, e.timestamp, e.event_type, u.plan FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id ORDER BY e.timestamp LIMIT 100",624,144,0.00672,5570.2
claude-opus-5,t4_02,4,1,3,,,"SELECT u.plan AS plan, count() AS event_count
FROM events AS e
INNER JOIN users AS u ON e.user_id = u.user_id
GROUP BY plan
ORDER BY event_count DESC","SELECT u.plan, count() AS cnt FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id GROUP BY u.plan ORDER BY cnt DESC",609,83,0.00512,4376.0
