model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
claude-opus-4.6,t2_01,2,3,3,,,"SELECT event_type, count() AS cnt FROM events GROUP BY event_type ORDER BY cnt DESC","SELECT event_type, count() AS cnt FROM events GROUP BY event_type ORDER BY cnt DESC",453,28,0.008895,2261.4
claude-opus-4.6,t2_02,2,1,3,,,"SELECT device, avg(duration_ms) AS avg_duration_ms
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY device
ORDER BY avg_duration_ms DESC","SELECT device, avg(duration_ms) AS avg_duration FROM events GROUP BY device ORDER BY avg_duration DESC",451,47,0.01029,2824.5
claude-opus-4.6,t2_02,2,2,3,,,"SELECT device, avg(duration_ms) AS avg_duration_ms
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY device
ORDER BY avg_duration_ms DESC","SELECT device, avg(duration_ms) AS avg_duration FROM events GROUP BY device ORDER BY avg_duration DESC",451,47,0.01029,2761.8
claude-opus-4.6,t2_02,2,3,3,,,"SELECT device, avg(duration_ms) AS avg_duration_ms
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY device
ORDER BY avg_duration_ms DESC","SELECT device, avg(duration_ms) AS avg_duration FROM events GROUP BY device ORDER BY avg_duration DESC",451,47,0.01029,2631.1
claude-opus-4.6,t2_03,2,1,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01'
GROUP BY day
ORDER BY day","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day",453,61,0.01137,2908.0
claude-opus-4.6,t2_03,2,2,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01'
GROUP BY day
ORDER BY day","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day",453,61,0.01137,2665.5
claude-opus-4.6,t2_03,2,3,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01'
GROUP BY day
ORDER BY day","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day",453,61,0.01137,2784.1
claude-opus-4.6,t2_04,2,1,3,,,"SELECT country, count() AS event_count
FROM events
GROUP BY country
HAVING event_count > 10000
ORDER BY event_count DESC","SELECT country, count() AS cnt FROM events GROUP BY country HAVING cnt > 10000 ORDER BY cnt DESC",451,41,0.00984,2661.6
claude-opus-4.6,t2_04,2,2,3,,,"SELECT country, count() AS event_count
FROM events
GROUP BY country
HAVING event_count > 10000
ORDER BY event_count DESC","SELECT country, count() AS cnt FROM events GROUP BY country HAVING cnt > 10000 ORDER BY cnt DESC",451,41,0.00984,1419.7
claude-opus-4.6,t2_04,2,3,3,,,"SELECT country, count() AS event_count
FROM events
GROUP BY country
HAVING event_count > 10000
ORDER BY event_count DESC","SELECT country, count() AS cnt FROM events GROUP BY country HAVING cnt > 10000 ORDER BY cnt DESC",451,41,0.00984,2805.5
claude-opus-4.6,t2_05,2,1,3,,,"SELECT
    toHour(timestamp) AS hour_of_day,
    count() AS event_count
FROM events
GROUP BY hour_of_day
ORDER BY hour_of_day","SELECT toHour(timestamp) AS hour, count() AS cnt FROM events GROUP BY hour ORDER BY hour",451,51,0.01059,2627.4
claude-opus-4.6,t2_05,2,2,3,,,"SELECT toHour(timestamp) AS hour, count() AS event_count
FROM events
GROUP BY hour
ORDER BY hour","SELECT toHour(timestamp) AS hour, count() AS cnt FROM events GROUP BY hour ORDER BY hour",451,35,0.00939,1585.4
claude-opus-4.6,t2_05,2,3,3,,,"SELECT toHour(timestamp) AS hour, count() AS event_count
FROM events
GROUP BY hour
ORDER BY hour","SELECT toHour(timestamp) AS hour, count() AS cnt FROM events GROUP BY hour ORDER BY hour",451,35,0.00939,1632.9
claude-opus-4.6,t2_06,2,1,3,,,SELECT avg(duration_ms) FROM events WHERE event_type = 'pageview',"SELECT avgIf(duration_ms, event_type = 'pageview') AS avg_pageview_duration FROM events",456,27,0.008865,2183.6
claude-opus-4.6,t2_06,2,2,3,,,SELECT avg(duration_ms) FROM events WHERE event_type = 'pageview',"SELECT avgIf(duration_ms, event_type = 'pageview') AS avg_pageview_duration FROM events",456,27,0.008865,1625.4
claude-opus-4.6,t2_06,2,3,3,,,SELECT avg(duration_ms) FROM events WHERE event_type = 'pageview',"SELECT avgIf(duration_ms, event_type = 'pageview') AS avg_pageview_duration FROM events",456,27,0.008865,1625.3
claude-opus-4.6,t2_07,2,1,3,,,"SELECT toStartOfMonth(timestamp) AS month, count() AS event_count
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01'
GROUP BY month
ORDER BY month","SELECT toStartOfMonth(timestamp) AS month, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY month ORDER BY month",450,59,0.011175,2616.2
claude-opus-4.6,t2_07,2,2,3,,,"SELECT toStartOfMonth(timestamp) AS month, count() AS event_count
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01'
GROUP BY month
ORDER BY month","SELECT toStartOfMonth(timestamp) AS month, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY month ORDER BY month",450,59,0.011175,2204.7
claude-opus-4.6,t2_07,2,3,3,,,"SELECT toStartOfMonth(timestamp) AS month, count() AS event_count
FROM events
WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01'
GROUP BY month
ORDER BY month","SELECT toStartOfMonth(timestamp) AS month, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY month ORDER BY month",450,59,0.011175,1861.4
claude-opus-4.6,t2_08,2,1,3,,,"SELECT event_type, count(DISTINCT country) AS distinct_countries
FROM events
GROUP BY event_type","SELECT event_type, uniq(country) AS country_count FROM events GROUP BY event_type ORDER BY country_count DESC",452,32,0.00918,1700.5
claude-opus-4.6,t2_08,2,2,3,,,"SELECT event_type, count(DISTINCT country) AS distinct_countries
FROM events
GROUP BY event_type","SELECT event_type, uniq(country) AS country_count FROM events GROUP BY event_type ORDER BY country_count DESC",452,32,0.00918,1495.0
claude-opus-4.6,t2_08,2,3,3,,,"SELECT event_type, count(DISTINCT country) AS distinct_countries
FROM events
GROUP BY event_type","SELECT event_type, uniq(country) AS country_count FROM events GROUP BY event_type ORDER BY country_count DESC",452,32,0.00918,1710.5
claude-opus-4.6,t2_09,2,1,3,,,"SELECT country, sum(revenue_cents) AS total_revenue_cents
FROM events
WHERE revenue_cents IS NOT NULL
GROUP BY country
ORDER BY total_revenue_cents DESC","SELECT country, sum(revenue_cents) AS total_revenue FROM events WHERE revenue_cents IS NOT NULL GROUP BY country ORDER BY total_revenue DESC",454,47,0.010335,2648.4
claude-opus-4.6,t2_09,2,2,3,,,"SELECT country, sum(revenue_cents) AS total_revenue_cents
FROM events
WHERE revenue_cents IS NOT NULL
GROUP BY country
ORDER BY total_revenue_cents DESC","SELECT country, sum(revenue_cents) AS total_revenue FROM events WHERE revenue_cents IS NOT NULL GROUP BY country ORDER BY total_revenue DESC",454,47,0.010335,2895.6
claude-opus-4.6,t2_09,2,3,3,,,"SELECT country, sum(revenue_cents) AS total_revenue_cents
FROM events
WHERE revenue_cents IS NOT NULL
GROUP BY country
ORDER BY total_revenue_cents DESC","SELECT country, sum(revenue_cents) AS total_revenue FROM events WHERE revenue_cents IS NOT NULL GROUP BY country ORDER BY total_revenue DESC",454,47,0.010335,2885.0
claude-opus-4.6,t2_10,2,1,3,,,"SELECT
    countIf(event_type = 'purchase') AS purchase_count,
    countIf(event_type = 'pageview') AS pageview_count
FROM events
WHERE event_type IN ('purchase', 'pageview')","SELECT countIf(event_type = 'purchase') AS purchases, countIf(event_type = 'pageview') AS pageviews FROM events",454,65,0.011685,1888.8
claude-opus-4.6,t2_10,2,2,3,,,"SELECT
    countIf(event_type = 'purchase') AS purchase_count,
    countIf(event_type = 'pageview') AS pageview_count
FROM events
WHERE event_type IN ('purchase', 'pageview')","SELECT countIf(event_type = 'purchase') AS purchases, countIf(event_type = 'pageview') AS pageviews FROM events",454,65,0.011685,2328.9
claude-opus-4.6,t2_10,2,3,3,,,"SELECT
    countIf(event_type = 'purchase') AS purchase_count,
    countIf(event_type = 'pageview') AS pageview_count
FROM events
WHERE event_type IN ('purchase', 'pageview')","SELECT countIf(event_type = 'purchase') AS purchases, countIf(event_type = 'pageview') AS pageviews FROM events",454,65,0.011685,3264.5
claude-opus-4.6,t3_01,3,1,3,,,SELECT quantile(0.5)(duration_ms) AS median_duration_ms FROM events,SELECT quantile(0.5)(duration_ms) AS median_duration FROM events,451,23,0.00849,2604.5
claude-opus-4.6,t3_01,3,2,3,,,SELECT quantile(0.5)(duration_ms) AS median_duration_ms FROM events,SELECT quantile(0.5)(duration_ms) AS median_duration FROM events,451,23,0.00849,1581.6
claude-opus-4.6,t3_01,3,3,3,,,SELECT quantile(0.5)(duration_ms) AS median_duration_ms FROM events,SELECT quantile(0.5)(duration_ms) AS median_duration FROM events,451,23,0.00849,1624.1
claude-opus-4.6,t3_02,3,1,3,,,SELECT uniqExact(user_id) FROM events,SELECT uniqExact(user_id) AS exact_unique_users FROM events,452,15,0.007905,1382.9
claude-opus-4.6,t3_02,3,2,3,,,SELECT uniqExact(user_id) FROM events,SELECT uniqExact(user_id) AS exact_unique_users FROM events,452,15,0.007905,1283.4
claude-opus-4.6,t3_02,3,3,3,,,SELECT uniqExact(user_id) FROM events,SELECT uniqExact(user_id) AS exact_unique_users FROM events,452,15,0.007905,2603.1
claude-opus-4.6,t3_03,3,1,2,Logic Error,"Got: 879939	2024-12-01 00:06:12.000	3613	pageview	/settings	5267	{'campaign':'summer_sale','source':'twit","SELECT *
FROM events
WHERE mapContains(properties, 'campaign')","SELECT * FROM events WHERE mapContains(properties, 'campaign') ORDER BY timestamp LIMIT 100",454,25,0.008685,3331.1
claude-opus-4.6,t3_03,3,2,2,Logic Error,"Got: 984733	2024-08-01 00:00:55.000	7041	logout	/about	5140	{'campaign':'black_friday','source':'facebook","SELECT *
FROM events
WHERE mapContains(properties, 'campaign')","SELECT * FROM events WHERE mapContains(properties, 'campaign') ORDER BY timestamp LIMIT 100",454,25,0.008685,1515.9
claude-opus-4.6,t3_03,3,3,2,Logic Error,"Got: 710692	2024-11-01 00:03:27.000	2732	purchase	/home	\N	{'campaign':'spring_promo','source':'google'}	","SELECT *
FROM events
WHERE mapContains(properties, 'campaign')","SELECT * FROM events WHERE mapContains(properties, 'campaign') ORDER BY timestamp LIMIT 100",454,25,0.008685,1471.8
claude-opus-4.6,t3_04,3,1,2,Logic Error,"Got: direct
google
google
google
google
twitter
direct
google
twitter
direct","SELECT properties['source'] AS source
FROM events
WHERE event_type = 'purchase'
ORDER BY timestamp
LIMIT 10","SELECT event_id, properties['source'] AS source FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 10",463,37,0.00972,2603.0
claude-opus-4.6,t3_04,3,2,2,Logic Error,"Got: direct
google
google
google
google
twitter
direct
google
twitter
direct","SELECT properties['source'] AS source
FROM events
WHERE event_type = 'purchase'
ORDER BY timestamp
LIMIT 10","SELECT event_id, properties['source'] AS source FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 10",463,37,0.00972,2502.1
claude-opus-4.6,t3_04,3,3,2,Logic Error,"Got: direct
google
google
google
google
twitter
direct
google
twitter
direct","SELECT properties['source'] AS source
FROM events
WHERE event_type = 'purchase'
ORDER BY timestamp
LIMIT 10","SELECT event_id, properties['source'] AS source FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 10",463,37,0.00972,1587.0
claude-opus-4.6,t3_05,3,1,3,,,"SELECT tag, count() AS occurrences
FROM events
ARRAY JOIN tags AS tag
GROUP BY tag
ORDER BY occurrences DESC","SELECT tag, count() AS cnt FROM events ARRAY JOIN tags AS tag GROUP BY tag ORDER BY cnt DESC",463,38,0.009795,3218.4
claude-opus-4.6,t3_05,3,2,3,,,"SELECT tag, count() AS occurrences
FROM events
ARRAY JOIN tags AS tag
GROUP BY tag
ORDER BY occurrences DESC","SELECT tag, count() AS cnt FROM events ARRAY JOIN tags AS tag GROUP BY tag ORDER BY cnt DESC",463,38,0.009795,1843.1
claude-opus-4.6,t3_05,3,3,3,,,"SELECT tag, count() AS occurrences
FROM events
ARRAY JOIN tags AS tag
GROUP BY tag
ORDER BY occurrences DESC","SELECT tag, count() AS cnt FROM events ARRAY JOIN tags AS tag GROUP BY tag ORDER BY cnt DESC",463,38,0.009795,2257.2
claude-opus-4.6,t3_06,3,1,2,Logic Error,"Got: 877989	2024-12-01 00:09:55.000	6543	pageview	/home	9658	{'source':'direct'}	['promo']	FR	desktop	\N
","SELECT *
FROM events
WHERE has(tags, 'promo')","SELECT * FROM events WHERE has(tags, 'promo') ORDER BY timestamp LIMIT 100",456,24,0.00864,1372.4
claude-opus-4.6,t3_06,3,2,2,Logic Error,"Got: 514447	2024-07-01 00:01:18.000	7003	purchase	/dashboard	4455	{'source':'twitter'}	['promo','mobile']","SELECT *
FROM events
WHERE has(tags, 'promo')","SELECT * FROM events WHERE has(tags, 'promo') ORDER BY timestamp LIMIT 100",456,24,0.00864,1972.5
claude-opus-4.6,t3_06,3,3,2,Logic Error,"Got: 644674	2024-11-01 00:08:01.000	6051	click	/docs	\N	{'source':'email'}	['promo','vip_member','premium","SELECT *
FROM events
WHERE has(tags, 'promo')","SELECT * FROM events WHERE has(tags, 'promo') ORDER BY timestamp LIMIT 100",456,24,0.00864,2650.2
claude-opus-4.6,t3_07,3,1,3,,,"SELECT
    event_type,
    quantile(0.90)(duration_ms) AS p90_duration_ms,
    quantile(0.99)(duration_ms) AS p99_duration_ms
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY event_type
ORDER BY event_type","SELECT event_type, quantile(0.9)(duration_ms) AS p90, quantile(0.99)(duration_ms) AS p99 FROM events GROUP BY event_type ORDER BY event_type",459,79,0.01281,2702.3
claude-opus-4.6,t3_07,3,2,3,,,"SELECT
    event_type,
    quantile(0.90)(duration_ms) AS p90_duration_ms,
    quantile(0.99)(duration_ms) AS p99_duration_ms
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY event_type
ORDER BY event_type","SELECT event_type, quantile(0.9)(duration_ms) AS p90, quantile(0.99)(duration_ms) AS p99 FROM events GROUP BY event_type ORDER BY event_type",459,79,0.01281,2637.9
claude-opus-4.6,t3_07,3,3,3,,,"SELECT
    event_type,
    quantile(0.90)(duration_ms) AS p90_duration_ms,
    quantile(0.99)(duration_ms) AS p99_duration_ms
FROM events
WHERE duration_ms IS NOT NULL
GROUP BY event_type
ORDER BY event_type","SELECT event_type, quantile(0.9)(duration_ms) AS p90, quantile(0.99)(duration_ms) AS p99 FROM events GROUP BY event_type ORDER BY event_type",459,79,0.01281,2858.6
claude-opus-4.6,t3_08,3,1,3,,,"SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue_cents
FROM events","SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue FROM events",458,32,0.00927,2459.0
claude-opus-4.6,t3_08,3,2,3,,,"SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue_cents
FROM events","SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue FROM events",458,32,0.00927,2271.9
claude-opus-4.6,t3_08,3,3,3,,,"SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue_cents
FROM events","SELECT sumIf(revenue_cents, device = 'mobile') AS mobile_revenue FROM events",458,32,0.00927,2285.0
claude-opus-4.6,t3_09,3,1,3,,,SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events,SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events ORDER BY key,454,24,0.00861,1268.1
claude-opus-4.6,t3_09,3,2,3,,,SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events,SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events ORDER BY key,454,24,0.00861,2192.6
claude-opus-4.6,t3_09,3,3,3,,,SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events,SELECT DISTINCT arrayJoin(mapKeys(properties)) AS key FROM events ORDER BY key,454,24,0.00861,5073.7
claude-opus-4.6,t3_10,3,1,2,Logic Error,Got: 349664	2024-12-01 00:01:56.000	1508	pageview	/home	\N	{'source':'google'}	['vip_member']	GB	tablet	\,"SELECT *
FROM events
WHERE arrayExists(tag -> tag LIKE 'vip%', tags)","SELECT * FROM events WHERE notEmpty(arrayFilter(x -> x LIKE 'vip%', tags)) ORDER BY timestamp LIMIT 100",460,31,0.009225,3094.8
claude-opus-4.6,t3_10,3,2,2,Logic Error,"Got: 251611	2024-10-01 00:27:46.000	1254	logout	/dashboard	5614	{'campaign':'launch','source':'twitter'}	","SELECT *
FROM events
WHERE arrayExists(tag -> tag LIKE 'vip%', tags)","SELECT * FROM events WHERE notEmpty(arrayFilter(x -> x LIKE 'vip%', tags)) ORDER BY timestamp LIMIT 100",460,31,0.009225,2316.3
claude-opus-4.6,t3_10,3,3,2,Logic Error,"Got: 934864	2024-09-01 00:03:37.000	8365	purchase	/about	4405	{'campaign':'black_friday','source':'twitte","SELECT *
FROM events
WHERE arrayExists(tag -> tag LIKE 'vip%', tags)","SELECT * FROM events WHERE notEmpty(arrayFilter(x -> x LIKE 'vip%', tags)) ORDER BY timestamp LIMIT 100",460,31,0.009225,1485.4
claude-opus-4.6,t4_01,4,1,2,Logic Error,"Got: 387880	2024-11-01 00:00:19.000	6365	click	/docs	\N	{'source':'google'}	[]	IN	desktop	9843	free
62563","SELECT
    e.event_id,
    e.timestamp,
    e.user_id,
    e.event_type,
    e.page,
    e.duration_ms,
    e.properties,
    e.tags,
    e.country,
    e.device,
    e.revenue_cents,
    u.plan
FROM events AS e
JOIN users AS u ON e.user_id = u.user_id","SELECT e.event_id, e.timestamp, e.event_type, u.plan FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id ORDER BY e.timestamp LIMIT 100",459,112,0.015285,2238.8
claude-opus-4.6,t4_01,4,2,2,Logic Error,Got: 46158	2024-07-01 00:00:39.000	5188	pageview	/checkout	998	{'source':'google'}	['mobile']	FR	mobile	\,"SELECT
    e.event_id,
    e.timestamp,
    e.user_id,
    e.event_type,
    e.page,
    e.duration_ms,
    e.properties,
    e.tags,
    e.country,
    e.device,
    e.revenue_cents,
    u.plan
FROM events AS e
JOIN users AS u ON e.user_id = u.user_id","SELECT e.event_id, e.timestamp, e.event_type, u.plan FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id ORDER BY e.timestamp LIMIT 100",459,112,0.015285,3501.6
claude-opus-4.6,t4_01,4,3,2,Logic Error,"Got: 776022	2024-12-01 00:00:44.000	4026	logout	/blog	\N	{'source':'facebook'}	[]	BR	tablet	\N	pro
774716","SELECT
    e.event_id,
    e.timestamp,
    e.user_id,
    e.event_type,
    e.page,
    e.duration_ms,
    e.properties,
    e.tags,
    e.country,
    e.device,
    e.revenue_cents,
    u.plan
FROM events AS e
JOIN users AS u ON e.user_id = u.user_id","SELECT e.event_id, e.timestamp, e.event_type, u.plan FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id ORDER BY e.timestamp LIMIT 100",459,112,0.015285,3080.9
claude-opus-4.6,t4_02,4,1,3,,,"SELECT u.plan, count() AS event_count
FROM events e
JOIN users u ON e.user_id = u.user_id
GROUP BY u.plan
ORDER BY event_count DESC","SELECT u.plan, count() AS cnt FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id GROUP BY u.plan ORDER BY cnt DESC",447,52,0.010605,2635.2
claude-opus-4.6,t4_02,4,2,3,,,"SELECT u.plan, count() AS event_count
FROM events e
JOIN users u ON e.user_id = u.user_id
GROUP BY u.plan
ORDER BY event_count DESC","SELECT u.plan, count() AS cnt FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id GROUP BY u.plan ORDER BY cnt DESC",447,52,0.010605,1813.0
claude-opus-4.6,t4_02,4,3,3,,,"SELECT u.plan, count() AS event_count
FROM events e
JOIN users u ON e.user_id = u.user_id
GROUP BY u.plan
ORDER BY event_count DESC","SELECT u.plan, count() AS cnt FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id GROUP BY u.plan ORDER BY cnt DESC",447,52,0.010605,2492.2
claude-opus-4.6,t4_03,4,1,3,,,"SELECT u.user_id
FROM users u
LEFT JOIN events e ON u.user_id = e.user_id
WHERE e.user_id IS NULL","SELECT u.user_id, u.email FROM users AS u LEFT JOIN events AS e ON u.user_id = e.user_id WHERE e.user_id IS NULL",449,44,0.010035,2875.9
